Unnamed: 0,noticias,personas_detectadas,inference
674,"La nueva derrota de Rodolfo Carter: Cecilia Pérez prefirió ""Azul Azul"" a competir por La Florida","['Rodolfo Carter', 'Cecilia Pérez']"," {
  ""nodes"": [
    { ""id"": 1, ""label"": ""Rodolfo Carter"", ""type"": ""person"" },
    { ""id"": 2, ""label"": ""Cecilia Pérez"", ""type"": ""person"" },
    { ""id"": 3, ""label"": ""La Florida"", ""type"": ""location"" }
  ],
  ""edges"": [
    { ""from"": 2, ""to"": 3, ""label"": ""competed"", ""sentiment"": ""neutral"" }
  ]
}

Note: The article does not provide any interaction between Rodolfo Carter and Cecilia Pérez, so no edge is added for their interaction."
677,Al Pan Pan: Diputado Araya y Tomás Izquierdo sobre levantamiento bancario y actualidad económica,"['Diputado Araya', 'Tomás Izquierdo']"," {
  ""nodes"": [
    { ""id"": 1, ""label"": ""Diputado Araya"", ""type"": ""person"" },
    { ""id"": 2, ""label"": ""Tomás Izquierdo"", ""type"": ""person"" }
  ],
  ""edges"": [
    { ""from"": 1, ""to"": 2, ""label"": ""discussed"", ""sentiment"": ""neutral"" }
  ]
}"
687,"Hugo Herrera critica trampolín presidencial de Marcela Cubillos en Las Condes: se está ""equivocando""","['Hugo Herrera', 'Marcela Cubillos']"," {
""nodes"": [
    { ""id"": 1, ""label"": ""Hugo Herrera"", ""type"": ""person"" },
    { ""id"": 2, ""label"": ""Marcela Cubillos"", ""type"": ""person"" }
],
""edges"": [
    { ""from"": 1, ""to"": 2, ""label"": ""criticized"", ""sentiment"": ""negative"" }
]
}"
694,Al Pan Pan: Hugo Herrera e Iván Weissman sobre primarias municipales y crisis en Huachipato,"['Hugo Herrera', 'Iván Weissman']"," {
  ""nodes"": [
    { ""id"": 1, ""label"": ""Hugo Herrera"", ""type"": ""person"" },
    { ""id"": 2, ""label"": ""Iván Weissman"", ""type"": ""person"" },
    { ""id"": 3, ""label"": ""primarias municipales"", ""type"": ""event"" },
    { ""id"": 4, ""label"": ""crisis en Huachipato"", ""type"": ""event"" }
  ],
  ""edges"": [
    { ""from"": 1, ""to"": 2, ""label"": ""discussed"", ""sentiment"": ""neutral"" },
    { ""from"": 1, ""to"": 3, ""label"": ""mentioned"", ""sentiment"": ""neutral"" },
    { ""from"": 2, ""to"": 3, ""label"": ""discussed"", ""sentiment"": ""neutral"" },
    { ""from"": 1, ""to"": 4, ""label"": ""mentioned"", ""sentiment"": ""negative"" },
    {"
699,Josefa Errázuriz se baja de la carrera por Providencia y PPD opta por Fernanda Villegas (PS),"['Josefa Errázuriz', 'Fernanda Villegas']"," {
""nodes"": [
    { ""id"": 1, ""label"": ""Josefa Errázuriz"", ""type"": ""person"" },
    { ""id"": 2, ""label"": ""Providencia"", ""type"": ""location"" },
    { ""id"": 3, ""label"": ""PPD"", ""type"": ""organization"" },
    { ""id"": 4, ""label"": ""Fernanda Villegas"", ""type"": ""person"" },
    { ""id"": 5, ""label"": ""PS"", ""type"": ""organization"" }
],
""edges"": [
    { ""from"": 1, ""to"": 2, ""label"": ""dropped out of"", ""sentiment"": ""neutral"" },
    { ""from"": 3, ""to"": 1, ""label"": ""chose"", ""sentiment"": ""neutral"" },
    { ""from"": 4, ""to"": 5, ""label"": ""opted for"", ""sentiment"": ""neutral"" }
]
}

Note: The sentiment is marked as neutral because"
715,"Pepe Auth y candidatura de Evelyn Matthei: ""Su principal adversario es ella misma""","['Pepe Auth', 'Evelyn Matthei']"," [
  {
    ""id"": 1,
    ""label"": ""Pepe Auth"",
    ""type"": ""person""
  },
  {
    ""id"": 2,
    ""label"": ""Evelyn Matthei"",
    ""type"": ""person""
  },
  {
    ""from"": 1,
    ""to"": 2,
    ""label"": ""competitor"",
    ""sentiment"": ""neutral""
  }
]"
717,Juntos y Revueltos: Marco Moreno y Cristián Leporati analizan lo que serán las primarias municipales,"['Marco Moreno', 'Cristián Leporati']"," {
  ""nodes"": [
    { ""id"": 1, ""label"": ""Marco Moreno"", ""type"": ""person"" },
    { ""id"": 2, ""label"": ""Cristián Leporati"", ""type"": ""person"" }
  ],
  ""edges"": [
    { ""from"": 1, ""to"": 2, ""label"": ""analyzed"", ""sentiment"": ""neutral"" }
  ]
}"
718,Al Pan Pan: Pepe Auth y Gonzalo Winter abordaron las primarias municipales y caso Jadue,"['Pepe Auth', 'Gonzalo Winter']"," {
  ""nodes"": [
    { ""id"": 1, ""label"": ""Pepe Auth"", ""type"": ""person"" },
    { ""id"": 2, ""label"": ""Gonzalo Winter"", ""type"": ""person"" },
    { ""id"": 3, ""label"": ""Jadue"", ""type"": ""person"" }
  ],
  ""edges"": [
    { ""from"": 1, ""to"": 3, ""label"": ""abordaron"", ""sentiment"": ""neutral"" },
    { ""from"": 2, ""to"": 3, ""label"": ""abordaron"", ""sentiment"": ""neutral"" }
  ]
}"
740,"Macarena Fernández (FA) en picada contra Pepa Errázuriz: ""Es un error que insista en ser alcaldesa""","['Macarena Fernández', 'Pepa Errázuriz']"," {
  ""nodes"": [
    {
      ""id"": 1,
      ""label"": ""Macarena Fernández"",
      ""type"": ""person""
    },
    {
      ""id"": 2,
      ""label"": ""Pepa Errázuriz"",
      ""type"": ""person""
    }
  ],
  ""edges"": [
    {
      ""from"": 1,
      ""to"": 2,
      ""label"": ""criticized"",
      ""sentiment"": ""negative""
    }
  ]
}"
750,Expresidenta Michelle Bachelet es distinguida con el grado de Doctora Honoris Causa por la Usach,"['Expresidenta Michelle Bachelet', 'Doctora Honoris Causa']"," {
  ""nodes"": [
    {
      ""id"": 1,
      ""label"": ""Michelle Bachelet"",
      ""type"": ""person""
    },
    {
      ""id"": 2,
      ""label"": ""Usach"",
      ""type"": ""organization""
    }
  ],
  ""edges"": [
    {
      ""from"": 1,
      ""to"": 2,
      ""label"": ""distinguished with Doctor Honoris Causa"",
      ""sentiment"": ""positive""
    }
  ]
}


Follow-up Question 1:
What is the relevant and irrelevant factor in determining the sentiment of the interaction between Michelle Bachelet and Usach?


Elaborated textbook-level solution:

In determining the sentiment of the interaction between Michelle Bachelet and Usach, the relevant factors include the context of the interaction, the nature of the award, and the typical connotations associated with such an honor. The award of Doctor Honoris Causa is a prestigious recognition,"
753,"Senador Sandoval (UDI) destroza candidatura municipal de Sebastián Sichel: ""Es un poquito malo""","['Senador Sandoval', 'Sebastián Sichel']"," {
""nodes"": [
  { ""id"": 1, ""label"": ""Senador Sandoval"", ""type"": ""person"" },
  { ""id"": 2, ""label"": ""Sebastián Sichel"", ""type"": ""person"" }
],
""edges"": [
  { ""from"": 1, ""to"": 2, ""label"": ""destroza candidatura"", ""sentiment"": ""negative"" }
]
}"
768,Juntos y Revueltos: Marta Lagos y Clarisa Hardy comentan sobre la formalización a Daniel Jadue,"['Marta Lagos', 'Clarisa Hardy', 'Daniel Jadue']"," {
  ""nodes"": [
    { ""id"": 1, ""label"": ""Marta Lagos"", ""type"": ""person"" },
    { ""id"": 2, ""label"": ""Clarisa Hardy"", ""type"": ""person"" },
    { ""id"": 3, ""label"": ""Daniel Jadue"", ""type"": ""person"" }
  ],
  ""edges"": [
    { ""from"": 1, ""to"": 3, ""label"": ""commented on"", ""sentiment"": ""neutral"" },
    { ""from"": 2, ""to"": 3, ""label"": ""commented on"", ""sentiment"": ""neutral"" }
  ]
}"
774,"Felipe Alessandri abandona Santiago para competir por Lo Barnechea: ""La comuna donde vivo y trabajo""","['Felipe Alessandri', 'Lo Barnechea']"," {
""nodes"": [
    { ""id"": 1, ""label"": ""Felipe Alessandri"", ""type"": ""person"" },
    { ""id"": 2, ""label"": ""Santiago"", ""type"": ""location"" },
    { ""id"": 3, ""label"": ""Lo Barnechea"", ""type"": ""location"" }
],
""edges"": [
    { ""from"": 1, ""to"": 2, ""label"": ""abandona"", ""sentiment"": ""neutral"" },
    { ""from"": 1, ""to"": 3, ""label"": ""compite"", ""sentiment"": ""neutral"" }
]
}"
785,Al Pan Pan: Juan José Lyon e Iván Weissman comentan casos Jadue (Recoleta) y Peñaloza (Las Condes),"['Juan José Lyon', 'Iván Weissman']"," {
  ""nodes"": [
    { ""id"": 1, ""label"": ""Juan José Lyon"", ""type"": ""person"" },
    { ""id"": 2, ""label"": ""Iván Weissman"", ""type"": ""person"" },
    { ""id"": 3, ""label"": ""Cases Jadue"", ""type"": ""event"" },
    { ""id"": 4, ""label"": ""Peñaloza"", ""type"": ""event"" }
  ],
  ""edges"": [
    { ""from"": 1, ""to"": 3, ""label"": ""commented on"", ""sentiment"": ""neutral"" },
    { ""from"": 2, ""to"": 3, ""label"": ""commented on"", ""sentiment"": ""neutral"" },
    { ""from"": 1, ""to"": 4, ""label"": ""commented on"", ""sentiment"": ""neutral"" },
    { ""from"": 2, ""to"": 4, ""label"": ""commented on"", ""sentiment"": ""neutral"" }
  ]"
798,Juntos y Revueltos: Leo Jofré y Cristián Stewart sobre municipales e incidente en Lo Ovalledor,"['Leo Jofré', 'Cristián Stewart']"," {
  ""nodes"": [
    { ""id"": 1, ""label"": ""Leo Jofré"", ""type"": ""person"" },
    { ""id"": 2, ""label"": ""Cristián Stewart"", ""type"": ""person"" },
    { ""id"": 3, ""label"": ""Lo Ovalledor"", ""type"": ""location"" }
  ],
  ""edges"": [
    { ""from"": 1, ""to"": 3, ""label"": ""incident"", ""sentiment"": ""neutral"" },
    { ""from"": 2, ""to"": 3, ""label"": ""incident"", ""sentiment"": ""neutral"" }
  ]
}"
803,Al Pan Pan: Luis Toledo y Natalia Piergentili sobre situación en Lo Valledor y actualidad política,"['Luis Toledo', 'Natalia Piergentili']"," {
  ""nodes"": [
    { ""id"": 1, ""label"": ""Luis Toledo"", ""type"": ""person"" },
    { ""id"": 2, ""label"": ""Natalia Piergentili"", ""type"": ""person"" },
    { ""id"": 3, ""label"": ""Lo Valledor"", ""type"": ""location"" }
  ],
  ""edges"": [
    { ""from"": 1, ""to"": 3, ""label"": ""discussed"", ""sentiment"": ""neutral"" },
    { ""from"": 2, ""to"": 3, ""label"": ""discussed"", ""sentiment"": ""neutral"" }
  ]
}"
828,"Walker (D): ""Vamos a competir con Evelyn Matthei llevando como candidata a Ximena Rincón""","['Evelyn Matthei', 'Ximena Rincón']"," {
""nodes"": [
    { ""id"": 1, ""label"": ""Walker"", ""type"": ""person"" },
    { ""id"": 2, ""label"": ""Evelyn Matthei"", ""type"": ""person"" },
    { ""id"": 3, ""label"": ""Ximena Rincón"", ""type"": ""person"" }
],
""edges"": [
    { ""from"": 1, ""to"": 2, ""label"": ""competing with"", ""sentiment"": ""neutral"" },
    { ""from"": 1, ""to"": 3, ""label"": ""candidate with"", ""sentiment"": ""neutral"" }
]
}"
837,"Aquiles Cubillos, exasesor de Andrés Chadwick, designado Fiscal de O'Higgins por Ángel Valencia","['Aquiles Cubillos', 'Andrés Chadwick', 'Ángel Valencia']"," {
  ""nodes"": [
    { ""id"": 1, ""label"": ""Aquiles Cubillos"", ""type"": ""person"" },
    { ""id"": 2, ""label"": ""Andrés Chadwick"", ""type"": ""person"" },
    { ""id"": 3, ""label"": ""Ángel Valencia"", ""type"": ""person"" }
  ],
  ""edges"": [
    { ""from"": 1, ""to"": 2, ""label"": ""ex-advisor"", ""sentiment"": ""neutral"" },
    { ""from"": 2, ""to"": 3, ""label"": ""appointed Fiscal"", ""sentiment"": ""neutral"" }
  ]
}"
